id,gh_post_gps,area_id
19498,BS-9572-7919,24
19499,BS-6492-3531,32
19500,BS-6746-7823,13
19501,BS-2011-2520,7
19502,BS-6576-9820,34
19503,BS-3702-8455,17
19504,BS-6081-2835,26
19505,BS-5863-4337,22
19506,BS-8706-0691,32
19507,BS-7741-2712,30
19508,BS-4604-4234,16
19509,BS-5948-9101,22
19510,BS-0963-9110,19
19511,BS-5332-9115,32
19512,BS-0185-5450,3
19513,BS-1503-9481,14
19514,BS-7563-0698,37
19515,BS-9516-3162,28
19516,BS-7226-2819,14
19517,BS-7464-7711,1
19518,BS-7137-5316,29
19519,BS-6587-2810,28
19520,BS-3911-5772,8
19521,BS-6202-3782,18
19522,BS-2122-6761,1
19523,BS-7253-7172,31
19524,BS-8910-8631,28
19525,BS-2809-5144,25
19526,BS-6317-7352,31
19527,BS-4933-8227,14
19528,BS-8155-2719,25
19529,BS-4762-4529,30
19530,BS-0791-8736,15
19531,BS-0225-1894,29
19532,BS-0258-9738,11
19533,BS-4050-0546,25
19534,BS-9666-2758,20
19535,BS-3085-8566,37
19536,BS-2862-8668,2
19537,BS-7701-2698,17
19538,BS-5607-0755,10
19539,BS-4671-5740,20
19540,BS-6487-4480,27
19541,BS-3925-8493,20
19542,BS-7951-4548,9
19543,BS-9792-5953,9
19544,BS-8430-7821,23
19545,BS-9396-5635,12
19546,BS-4113-1513,20
19547,BS-4770-3326,12
19548,BS-7309-8545,1
19549,BS-5285-3617,7
19550,BS-3153-1929,4
19551,BS-3264-2642,24
19552,BS-1632-8586,4
19553,BS-6262-8899,9
19554,BS-9359-9872,24
19555,BS-0443-6155,34
19556,BS-5754-1927,16
19557,BS-7350-3460,15
19558,BS-6680-8478,31
19559,BS-6858-0170,25
19560,BS-0575-5524,37
19561,BS-5546-2184,4
19562,BS-9976-3974,9
19563,BS-0767-1696,18
19564,BS-9094-9860,1
19565,BS-7787-9850,11
19566,BS-8791-9598,9
19567,BS-5400-8699,20
19568,BS-1289-1949,16
19569,BS-4887-6051,21
19570,BS-6885-5043,6
19571,BS-5669-8587,20
19572,BS-6768-0252,33
19573,BS-0227-7441,9
19574,BS-3542-3816,33
19575,BS-5517-5219,25
19576,BS-6201-3255,14
19577,BS-9390-2882,11
19578,BS-2286-5257,37
19579,BS-5142-3378,9
19580,BS-4689-3610,10
19581,BS-4342-4675,12
19582,BS-4462-7371,27
19583,BS-3151-1436,27
19584,BS-7029-5116,1
19585,BS-8452-7593,3
19586,BS-7916-7069,26
19587,BS-3196-5477,10
19588,BS-1371-0514,31
19589,BS-5564-6790,18
19590,BS-2569-7661,11
19591,BS-9069-4065,37
19592,BS-6689-4958,12
19593,BS-5118-3279,12
19594,BS-7265-3580,1
19595,BS-6776-4846,32
19596,BS-4377-2544,27
19597,BS-8032-8261,34
19598,BS-2942-3409,33
19599,BS-6415-1249,25
19600,BS-2297-5970,38
19601,BS-5296-5616,30
19602,BS-8673-6200,23
19603,BS-0193-5701,7
19604,BS-2788-8125,11
19605,BS-4655-0838,30
19606,BS-4048-0223,8
19607,BS-8893-6748,15
19608,BS-6364-3989,10
19609,BS-4596-1828,24
19610,BS-4466-7605,5
19611,BS-2959-5570,19
19612,BS-8711-1048,17
19613,BS-4118-6897,18
19614,BS-5915-7900,38
19615,BS-9430-2137,15
19616,BS-8015-8733,11
19617,BS-6340-2114,3
19618,BS-7161-8041,11
19619,BS-3663-7612,17
19620,BS-6013-1892,33
19621,BS-6309-4671,23
19622,BS-1106-7334,20
19623,BS-3671-4199,24
19624,BS-5243-2086,36
19625,BS-5563-5191,33
19626,BS-3932-4755,34
19627,BS-4510-6104,33
19628,BS-7290-7970,3
19629,BS-2957-4868,31
19630,BS-6662-9823,13
19631,BS-7611-4055,22
19632,BS-4043-6135,25
19633,BS-8031-3539,10
19634,BS-9730-6502,4
19635,BS-2933-3380,25
19636,BS-0658-7547,22
19637,BS-4091-9722,21
19638,BS-4687-9194,4
19639,BS-3626-5576,22
19640,BS-0475-2471,2
19641,BS-7530-6427,35
19642,BS-8686-8720,19
19643,BS-2851-8967,13
19644,BS-4547-4847,7
19645,BS-0809-9854,13
19646,BS-7065-9826,38
19647,BS-7052-8232,19
19648,BS-1087-8082,6
19649,BS-7687-2459,8
19650,BS-4495-8929,9
19651,BS-7545-7014,11
19652,BS-5778-4799,10
19653,BS-7368-4135,6
19654,BS-5533-7459,14
19655,BS-5192-9559,29
19656,BS-6889-4640,4
19657,BS-1613-8164,13
19658,BS-5177-7504,33
19659,BS-5472-9089,8
19660,BS-9970-5328,37
19661,BS-7856-4042,26
19662,BS-2084-6021,29
19663,BS-9443-6126,25
19664,BS-0075-2363,14
19665,BS-9539-9202,37
19666,BS-0085-4958,8
19667,BS-1007-4609,7
19668,BS-6208-0647,7
19669,BS-2310-5615,36
19670,BS-0211-0818,33
19671,BS-6840-9593,6
19672,BS-3341-5202,4
19673,BS-9343-2621,35
19674,BS-2730-3361,13
19675,BS-7026-7222,34
19676,BS-0756-3917,32
19677,BS-5130-1670,8
19678,BS-5558-2835,26
19679,BS-0133-7324,27
19680,BS-2560-8933,9
19681,BS-9208-3522,23
19682,BS-6525-5171,11
19683,BS-0794-0177,25
19684,BS-0152-5291,22
19685,BS-8204-1790,7
19686,BS-8902-4785,9
19687,BS-1096-6223,5
19688,BS-2357-8454,23
19689,BS-3465-9175,27
19690,BS-1671-5227,37
19691,BS-9251-2166,22
19692,BS-4327-8388,35
19693,BS-8984-4216,28
19694,BS-9934-2656,20
19695,BS-6565-1559,33
19696,BS-1579-6821,3
19697,BS-9309-9008,32
19698,BS-8290-7436,32
19699,BS-4489-4002,29
19700,BS-1149-9246,29
19701,BS-6998-4598,19
19702,BS-1716-2709,24
19703,BS-7201-6462,25
19704,BS-6927-2559,37
19705,BS-2211-6265,1
19706,BS-7583-0732,18
19707,BS-6781-3285,24
19708,BS-1180-9158,28
19709,BS-1620-4201,24
19710,BS-9043-4060,28
19711,BS-4266-9576,15
19712,BS-4975-6773,36
19713,BS-0457-9554,22
19714,BS-9120-6171,16
19715,BS-1943-7192,30
19716,BS-3250-5975,19
19717,BS-2017-6058,8
19718,BS-3320-4595,3
19719,BS-6431-2314,32
19720,BS-5489-2162,28
19721,BS-6676-3628,30
19722,BS-0754-9861,29
19723,BS-3528-1474,22
19724,BS-4686-5816,2
19725,BS-4863-7831,20
19726,BS-2994-7764,1
19727,BS-9428-5590,5
19728,BS-9724-6317,24
19729,BS-4173-1214,1
19730,BS-6418-3087,35
19731,BS-6479-1398,26
19732,BS-4816-6192,26
19733,BS-9645-8043,31
19734,BS-4406-5870,13
19735,BS-6884-7192,13
19736,BS-2445-4675,10
19737,BS-5412-2185,30
19738,BS-3529-9729,18
19739,BS-0088-3020,30
19740,BS-5073-5854,37
19741,BS-7135-2505,25
19742,BS-3618-8912,27
19743,BS-4148-7907,23
19744,BS-6795-3979,18
19745,BS-6694-5578,3
19746,BS-7234-9004,4
19747,BS-2889-9598,18
19748,BS-2895-6647,7
19749,BS-8081-2961,13
19750,BS-6580-7617,30
19751,BS-2454-3470,22
19752,BS-4350-1805,9
19753,BS-3640-8365,12
19754,BS-7922-3101,18
19755,BS-9554-3210,23
19756,BS-7237-5269,37
19757,BS-5129-4872,32
19758,BS-5546-7083,37
19759,BS-4142-2803,5
19760,BS-8777-7036,6
19761,BS-0360-2894,17
19762,BS-9247-2113,26
19763,BS-1563-9034,1
19764,BS-6911-2248,23
19765,BS-8947-6957,24
19766,BS-5689-2112,5
19767,BS-2696-8287,17
19768,BS-8776-6022,33
19769,BS-9424-1219,1
19770,BS-2859-6821,13
19771,BS-0888-1809,26
19772,BS-3973-8307,10
19773,BS-5826-5125,8
19774,BS-9419-4594,4
19775,BS-8104-4219,13
19776,BS-2600-4018,18
19777,BS-7451-1908,27
19778,BS-5555-4098,9
19779,BS-8981-5476,25
19780,BS-6794-4998,10
19781,BS-8100-8701,38
19782,BS-7653-7131,23
19783,BS-8299-0417,26
19784,BS-5406-3524,6
19785,BS-4014-4356,36
19786,BS-0295-6513,38
19787,BS-7337-1269,1
19788,BS-1013-1303,10
19789,BS-3338-6608,22
19790,BS-0828-8615,19
19791,BS-8698-9725,24
19792,BS-8662-8414,21
19793,BS-2898-6133,8
19794,BS-9971-3712,13
19795,BS-2704-6817,15
19796,BS-7038-8959,17
19797,BS-5498-0677,21
19798,BS-2713-9546,10
19799,BS-0322-8823,31
19800,BS-0496-4348,10
19801,BS-7611-0971,6
19802,BS-7933-7617,15
19803,BS-1718-2099,4
19804,BS-1782-7024,8
19805,BS-4666-1903,7
19806,BS-2953-7482,30
19807,BS-3512-0174,22
19808,BS-4006-9829,11
19809,BS-4970-9101,12
19810,BS-2196-4581,22
19811,BS-9330-5122,24
19812,BS-3131-2301,4
19813,BS-3006-8794,15
19814,BS-6486-0129,31
19815,BS-3449-6765,13
19816,BS-6392-4682,9
19817,BS-0664-2633,32
19818,BS-8835-0242,19
19819,BS-7254-6630,1
19820,BS-8930-4422,21
19821,BS-8338-1063,19
19822,BS-9291-1845,27
19823,BS-1923-0085,1
19824,BS-2570-7270,16
19825,BS-9219-3902,26
19826,BS-5571-9279,33
19827,BS-1133-1799,19
19828,BS-9006-2162,26
19829,BS-8193-1109,32
19830,BS-3085-7639,10
19831,BS-0892-0279,2
19832,BS-2215-9033,5
19833,BS-6517-1376,24
19834,BS-3096-5867,9
19835,BS-5031-4333,24
19836,BS-6804-0295,26
19837,BS-1335-9390,25
19838,BS-3652-9619,17
19839,BS-6396-0762,35
19840,BS-5567-1521,29
19841,BS-7013-9982,16
19842,BS-6438-5893,14
19843,BS-1587-7854,16
19844,BS-0301-1363,23
19845,BS-4798-1782,20
19846,BS-7953-1290,5
19847,BS-6371-9097,17
19848,BS-3816-4291,5
19849,BS-2910-1071,14
19850,BS-4170-0559,20
19851,BS-1946-8914,21
19852,BS-6763-6612,19
19853,BS-6008-5738,9
19854,BS-0860-5220,6
19855,BS-7277-5373,19
19856,BS-7477-4670,25
19857,BS-7197-0424,13
19858,BS-8849-5518,17
19859,BS-4645-7256,34
19860,BS-9658-5071,14
19861,BS-8574-5401,22
19862,BS-1617-2957,12
19863,BS-4978-4186,7
19864,BS-6932-9685,12
19865,BS-8031-4560,29
19866,BS-1888-1633,21
19867,BS-3139-6381,21
19868,BS-2528-1481,23
19869,BS-4173-9132,28
19870,BS-1357-0799,17
19871,BS-5503-1667,20
19872,BS-4554-6996,22
19873,BS-6270-7496,32
19874,BS-8432-6902,25
19875,BS-4167-3248,20
19876,BS-9494-5751,3
19877,BS-4538-1863,36
19878,BS-9581-6578,14
19879,BS-3190-3249,12
19880,BS-1517-2454,9
19881,BS-8477-6647,17
19882,BS-0018-0500,8
19883,BS-9561-1262,6
19884,BS-5734-2505,20
19885,BS-6503-4545,26
19886,BS-5187-4115,21
19887,BS-6889-8429,14
19888,BS-5324-2556,34
19889,BS-5883-7094,6
19890,BS-6512-4185,2
19891,BS-0204-0888,36
19892,BS-0656-3433,4
19893,BS-9731-1127,16
19894,BS-1046-9976,18
19895,BS-4012-4390,12
19896,BS-3212-3967,2
19897,BS-0561-1128,28
19898,BS-2300-3842,31
19899,BS-5222-0142,18
19900,BS-4135-2448,2
19901,BS-9963-0966,12
19902,BS-3921-0709,25
19903,BS-4746-2700,35
19904,BS-7577-1502,19
19905,BS-7907-6220,18
19906,BS-2574-1689,38
19907,BS-8184-1747,19
19908,BS-1120-6391,8
19909,BS-8561-9843,4
19910,BS-6233-2071,25
19911,BS-0394-1772,19
19912,BS-7781-5424,1
19913,BS-5069-8766,1
19914,BS-6290-3704,15
19915,BS-2524-2134,9
19916,BS-6351-5253,19
19917,BS-0553-6201,12
19918,BS-9603-1472,6
19919,BS-5142-9622,3
19920,BS-2050-3294,10
19921,BS-8431-0856,23
19922,BS-1488-2381,22
19923,BS-6398-0146,38
19924,BS-8640-6885,30
19925,BS-5681-1354,31
19926,BS-1243-4647,8
19927,BS-5873-6331,7
19928,BS-5543-7960,30
19929,BS-5289-1323,25
19930,BS-1164-0625,1
19931,BS-3736-6270,15
19932,BS-4837-4491,29
19933,BS-3337-4521,8
19934,BS-3601-9610,26
19935,BS-1938-8835,3
19936,BS-7229-7203,2
19937,BS-1034-1095,21
19938,BS-6867-1559,19
19939,BS-3851-6658,19
19940,BS-2527-1915,6
19941,BS-6155-3198,17
19942,BS-1825-2133,29
19943,BS-2695-2962,29
19944,BS-6902-6687,18
19945,BS-0988-6331,2
19946,BS-3425-3513,10
19947,BS-2623-1834,38
19948,BS-3280-6700,31
19949,BS-1684-9133,26
19950,BS-0663-2541,4
19951,BS-2239-3754,8
19952,BS-7445-4130,37
19953,BS-7530-0161,13
19954,BS-3171-7743,8
19955,BS-5159-7823,32
19956,BS-8061-3904,16
19957,BS-3369-8918,10
19958,BS-0604-5063,26
19959,BS-6355-2736,11
19960,BS-3862-2158,29
19961,BS-1362-1711,21
19962,BS-2243-1418,33
19963,BS-7256-9827,33
19964,BS-2241-3994,18
19965,BS-0011-5740,6
19966,BS-7804-5414,30
19967,BS-5138-3353,36
19968,BS-0906-3681,4
19969,BS-6688-6020,16
19970,BS-2678-6682,5
19971,BS-5268-2660,5
19972,BS-2540-0732,22
19973,BS-1098-7679,24
19974,BS-9775-7952,17
19975,BS-0312-7023,13
19976,BS-8275-1087,14
19977,BS-9806-0472,1
19978,BS-2645-9390,8
19979,BS-0155-3753,35
19980,BS-0749-3100,38
19981,BS-5832-7584,24
19982,BS-9859-7851,16
19983,BS-3250-1920,11
19984,BS-9026-5444,24
19985,BS-3161-9069,37
19986,BS-8937-0722,24
19987,BS-4824-0644,5
19988,BS-0354-1810,28
19989,BS-5998-4450,26
19990,BS-7625-0055,4
19991,BS-8371-8076,27
19992,BS-4329-9534,25
19993,BS-2127-9011,32
19994,BS-5969-4942,16
19995,BS-1532-4050,9
19996,BS-3044-8697,19
19997,BS-8790-6980,10
19998,BS-6114-8897,37
19999,BS-4103-6446,16
20000,BS-8865-6342,4
20001,BS-6560-8688,7
20002,BS-9216-4846,30
20003,BS-1607-4275,21
20004,BS-4948-0500,33
20005,BS-7324-2063,13
20006,BS-2940-7695,35
20007,BS-2102-8665,23
20008,BS-4899-6476,2
20009,BS-4159-7943,35
20010,BS-2606-9581,24
20011,BS-0419-8556,6
20012,BS-0266-4077,12
20013,BS-6028-8343,21
20014,BS-3534-5771,14
20015,BS-9497-8125,7
20016,BS-9757-3074,26
20017,BS-4596-8223,22
20018,BS-3353-9638,38
20019,BS-5884-9226,19
20020,BS-6519-8999,30
20021,BS-8350-3465,27
20022,BS-3146-6709,30
20023,BS-1709-5103,2
20024,BS-2780-8842,29
20025,BS-0232-4171,29
20026,BS-2222-8193,30
20027,BS-5713-7041,19
20028,BS-4625-8483,21
20029,BS-1276-0838,19
20030,BS-1811-0988,12
20031,BS-9821-4106,2
20032,BS-1951-0847,35
20033,BS-6966-0760,20
20034,BS-7736-0034,19
20035,BS-1646-4824,15
20036,BS-0291-8461,18
20037,BS-3383-9472,24
20038,BS-0956-5386,26
20039,BS-7864-5718,4
20040,BS-4174-0390,11
20041,BS-2134-0325,36
20042,BS-6606-9727,13
20043,BS-4226-3967,34
20044,BS-5077-9172,4
20045,BS-9249-6392,35
20046,BS-1138-8598,26
20047,BS-8974-2032,6
20048,BS-9016-1182,14
20049,BS-7259-3464,8
20050,BS-5221-1974,23
20051,BS-6395-5399,11
20052,BS-3103-9193,36
20053,BS-8675-2858,24
20054,BS-2649-4420,34
20055,BS-1841-4356,22
20056,BS-8675-5735,23
20057,BS-7234-2528,7
20058,BS-3979-2874,7
20059,BS-0394-3534,30
20060,BS-8484-6990,29
20061,BS-0850-6722,25
20062,BS-8930-2357,3
20063,BS-6574-0392,15
20064,BS-3329-5636,29
20065,BS-7438-1487,27
20066,BS-6316-9239,32
20067,BS-2019-4645,36
20068,BS-2088-3385,8
20069,BS-4792-6936,38
20070,BS-0068-5679,6
20071,BS-0479-6599,16
20072,BS-5779-8757,6
20073,BS-8458-9295,22
20074,BS-0803-8472,8
20075,BS-3535-2368,14
20076,BS-5252-6586,3
20077,BS-8943-3971,11
20078,BS-8785-2710,22
20079,BS-1124-1893,17
20080,BS-2346-3044,11
20081,BS-1153-4402,20
20082,BS-1073-1276,20
20083,BS-6017-4737,21
20084,BS-6955-1551,8
20085,BS-6815-9780,11
20086,BS-4390-2612,16
20087,BS-3192-4439,5
20088,BS-9978-8075,26
20089,BS-5227-4687,25
20090,BS-3401-6962,1
20091,BS-1923-8528,35
20092,BS-7530-6388,11
20093,BS-2014-9857,28
20094,BS-8954-2311,29
20095,BS-7778-8730,36
20096,BS-8625-6369,24
20097,BS-6914-8575,10
20098,BS-2256-5849,26
20099,BS-7143-6248,7
20100,BS-7035-1515,18
20101,BS-5545-6580,29
20102,BS-4473-5774,8
20103,BS-1382-5357,21
20104,BS-9880-6601,23
20105,BS-8841-5008,3
20106,BS-9244-7946,34
20107,BS-0642-9377,11
20108,BS-6337-7291,33
20109,BS-7288-5741,11
20110,BS-9471-7022,26
20111,BS-2069-0284,9
20112,BS-0877-2342,21
20113,BS-2355-1039,2
20114,BS-5963-8217,9
20115,BS-5067-8628,22
20116,BS-1004-9119,36
20117,BS-8374-4597,5
20118,BS-5481-4259,4
20119,BS-2262-8554,1
20120,BS-4946-2477,34
20121,BS-9558-5180,4
20122,BS-5954-9457,31
20123,BS-6267-0763,3
20124,BS-8398-5506,28
20125,BS-7413-7865,34
20126,BS-9472-0112,3
20127,BS-3095-4683,3
20128,BS-9017-8922,7
20129,BS-4885-8186,17
20130,BS-0695-9890,35
20131,BS-5578-2831,28
20132,BS-5908-9866,26
20133,BS-6835-9514,17
20134,BS-4499-0625,4
20135,BS-7982-6407,19
20136,BS-9859-7733,10
20137,BS-4401-1246,22
20138,BS-9840-9283,7
20139,BS-4897-7612,32
20140,BS-3934-7007,24
20141,BS-5533-8436,14
20142,BS-9259-4726,28
20143,BS-7048-7013,34
20144,BS-8529-2699,7
20145,BS-9418-9780,27
20146,BS-9559-8342,32
20147,BS-9560-9913,22
20148,BS-9952-9565,22
20149,BS-8366-6183,27
20150,BS-7951-0093,13
20151,BS-1033-6952,3
20152,BS-3272-2957,10
20153,BS-3853-8577,6
20154,BS-7277-5227,34
20155,BS-4454-4703,10
20156,BS-2822-9395,20
20157,BS-9878-4792,17
20158,BS-6945-0316,37
20159,BS-5559-3214,36
20160,BS-9280-7343,36
20161,BS-6138-3334,36
20162,BS-2087-4091,25
20163,BS-0231-2871,14
20164,BS-2606-9792,1
20165,BS-5187-0709,25
20166,BS-9798-0484,32
20167,BS-9034-5988,25
20168,BS-9898-6347,1
20169,BS-4966-1687,22
20170,BS-8531-8083,38
20171,BS-4177-5939,30
20172,BS-3355-1546,38
20173,BS-3747-3077,15
20174,BS-5360-5384,11
20175,BS-3640-3065,4
20176,BS-5692-9603,15
20177,BS-4317-8414,7
20178,BS-3350-2942,32
20179,BS-1003-1147,31
20180,BS-8082-8339,22
20181,BS-3979-6884,1
20182,BS-9330-0139,5
20183,BS-1227-2544,13
20184,BS-7602-4385,4
20185,BS-8913-4203,6
20186,BS-0121-7955,16
20187,BS-8703-0086,12
20188,BS-1574-2481,6
20189,BS-3209-6026,4
20190,BS-3300-1988,20
20191,BS-7091-3820,1
20192,BS-5027-4441,16
20193,BS-0423-4659,14
20194,BS-8478-4062,27
20195,BS-4965-9172,3
20196,BS-0878-2998,6
20197,BS-8527-1481,24
20198,BS-9283-0770,20
20199,BS-0648-0037,14
20200,BS-2293-4526,18
20201,BS-4366-3382,2
20202,BS-3038-1215,7
20203,BS-4785-4291,3
20204,BS-0143-5157,20
20205,BS-4046-3196,31
20206,BS-2445-8406,31
20207,BS-0565-9444,7
20208,BS-1502-5194,36
20209,BS-3040-6701,5
20210,BS-2020-0514,31
20211,BS-4936-1131,12
20212,BS-1506-5152,28
20213,BS-1642-1739,23
20214,BS-9873-1431,36
20215,BS-9277-9908,26
20216,BS-7095-0022,21
20217,BS-7029-0662,12
20218,BS-4746-1808,30
20219,BS-0901-6147,1
20220,BS-0139-4125,10
20221,BS-9384-1824,13
20222,BS-6232-9208,21
20223,BS-3276-8967,8
20224,BS-2522-2697,17
20225,BS-3582-2228,21
20226,BS-1027-0951,21
20227,BS-4432-5243,21
20228,BS-9233-2019,8
20229,BS-1501-7851,9
20230,BS-0293-6225,9
20231,BS-2818-4189,32
20232,BS-7368-0608,30
20233,BS-9664-2867,23
20234,BS-7446-7378,21
20235,BS-7691-3779,30
20236,BS-1262-2602,10
20237,BS-5975-2656,34
20238,BS-1844-1854,24
20239,BS-2991-4459,23
20240,BS-8794-0301,26
20241,BS-0394-5175,8
20242,BS-7107-3270,4
20243,BS-5168-6385,1
20244,BS-6393-0245,14
20245,BS-9768-8743,21
20246,BS-2415-5985,27
20247,BS-3003-5347,32
20248,BS-2319-6634,22
20249,BS-7122-0283,17
20250,BS-8878-4295,19
20251,BS-7140-3150,13
20252,BS-3106-8795,20
20253,BS-7311-4181,4
20254,BS-6660-1849,20
20255,BS-9911-1882,23
20256,BS-3084-4419,32
20257,BS-0288-4869,25
20258,BS-9854-5500,1
20259,BS-2390-4270,23
20260,BS-4165-3028,29
20261,BS-0892-0021,20
20262,BS-4059-2517,26
20263,BS-5632-6656,25
20264,BS-0791-9693,34
20265,BS-2091-2272,36
20266,BS-9765-6508,17
20267,BS-2075-0408,15
20268,BS-1507-0525,6
20269,BS-2288-7311,15
20270,BS-0352-0151,22
20271,BS-7512-0162,29
20272,BS-3113-5730,36
20273,BS-9137-8877,22
20274,BS-5391-3524,31
20275,BS-9958-1944,6
20276,BS-2955-5584,31
20277,BS-5927-8612,14
20278,BS-3325-3541,33
20279,BS-3591-7445,5
20280,BS-6035-9288,17
20281,BS-1138-3634,20
20282,BS-6111-1210,1
20283,BS-8023-5900,11
20284,BS-2967-9483,38
20285,BS-3413-1863,12
20286,BS-5771-9032,25
20287,BS-7501-9554,37
20288,BS-0242-6522,18
20289,BS-5578-8361,4
20290,BS-1619-2181,11
20291,BS-7421-9411,10
20292,BS-7520-8716,6
20293,BS-0198-9113,31
20294,BS-6890-7848,9
20295,BS-8574-4052,18
20296,BS-2057-0021,18
20297,BS-9894-0952,23
20298,BS-9988-0836,22
20299,BS-7799-8717,2
20300,BS-7350-1052,31
20301,BS-6612-3961,8
20302,BS-5755-0163,10
20303,BS-2403-9767,24
20304,BS-1622-0403,7
20305,BS-7349-5609,12
20306,BS-0152-4026,29
20307,BS-7289-5267,26
20308,BS-7989-6640,32
20309,BS-9121-8255,28
20310,BS-3837-3467,10
20311,BS-3847-3996,29
20312,BS-2101-7594,19
20313,BS-2067-2341,20
20314,BS-7272-4917,38
20315,BS-6734-0891,1
20316,BS-8772-0522,8
20317,BS-6583-3809,21
20318,BS-8186-0395,33
20319,BS-8742-6828,10
20320,BS-6485-3501,16
20321,BS-4351-8076,29
20322,BS-9976-8143,26
20323,BS-1512-2880,38
20324,BS-0969-3134,29
20325,BS-9910-6824,10
20326,BS-5034-6910,15
20327,BS-5362-6715,3
20328,BS-6143-1437,22
20329,BS-0077-2573,31
20330,BS-8234-2324,33
20331,BS-0476-0825,20
20332,BS-1004-4761,11
20333,BS-3329-2121,25
20334,BS-5698-8620,17
20335,BS-3279-0331,21
20336,BS-4902-0313,26
20337,BS-8422-0383,19
20338,BS-2433-1490,13
20339,BS-5322-2415,11
20340,BS-6630-5277,15
20341,BS-2310-5367,24
20342,BS-8915-9383,37
20343,BS-8986-6016,37
20344,BS-6457-5861,23
20345,BS-0963-4552,27
20346,BS-3951-0999,5
20347,BS-6067-6852,38
20348,BS-9531-2178,18
20349,BS-9167-4925,31
20350,BS-2131-6362,10
20351,BS-3076-7255,6
20352,BS-6190-1873,15
20353,BS-0324-8666,18
20354,BS-5439-1734,36
20355,BS-1447-4424,34
20356,BS-3791-1794,37
20357,BS-1358-9076,29
20358,BS-4046-7847,9
20359,BS-3258-5095,14
20360,BS-7848-1701,17
20361,BS-6839-2970,18
20362,BS-3152-2586,2
20363,BS-3838-3460,26
20364,BS-0080-5397,30
20365,BS-9211-4964,4
20366,BS-6563-1210,25
20367,BS-5095-6239,4
20368,BS-3951-5671,19
20369,BS-4551-6593,37
20370,BS-7344-4678,35
20371,BS-1104-4726,26
20372,BS-9300-9567,14
20373,BS-7719-9193,26
20374,BS-8008-4943,21
20375,BS-7809-5363,23
20376,BS-5841-6524,21
20377,BS-0316-5578,17
20378,BS-0897-2469,19
20379,BS-4017-3416,22
20380,BS-4749-8040,20
20381,BS-4284-9897,23
20382,BS-4284-0318,33
20383,BS-9976-9429,8
20384,BS-0080-1645,1
20385,BS-4775-6992,12
20386,BS-0466-1238,2
20387,BS-0777-6165,4
20388,BS-4904-5447,6
20389,BS-6748-3319,18
20390,BS-4602-1144,26
20391,BS-2497-9273,38
20392,BS-5575-1688,19
20393,BS-9469-5016,14
20394,BS-8825-5813,11
20395,BS-6272-5003,23
20396,BS-8940-4454,28
20397,BS-8361-4602,16
20398,BS-9034-8988,5
20399,BS-1654-7568,30
20400,BS-0728-8102,23
20401,BS-7218-2773,2
20402,BS-0400-7848,34
20403,BS-3009-8866,23
20404,BS-5446-7812,17
20405,BS-1817-5656,38
20406,BS-8944-7635,35
20407,BS-2541-1998,15
20408,BS-1663-5036,28
20409,BS-6917-8871,9
20410,BS-4805-8852,34
20411,BS-8882-3196,32
20412,BS-3886-1622,3
20413,BS-2350-7557,4
20414,BS-8391-5671,8
20415,BS-8717-6761,21
20416,BS-5532-4126,7
20417,BS-1172-8518,38
20418,BS-4129-2494,29
20419,BS-1692-8681,38
20420,BS-6728-4033,23
20421,BS-8453-2951,6
20422,BS-8788-3942,33
20423,BS-2155-5156,13
20424,BS-3491-1480,17
20425,BS-7181-7149,23
20426,BS-2851-5163,26
20427,BS-0052-4455,30
20428,BS-9074-0617,21
20429,BS-5634-3404,21
20430,BS-5191-5957,21
20431,BS-4578-8798,24
20432,BS-6755-3346,28
20433,BS-7118-4790,29
20434,BS-1797-4337,32
20435,BS-9332-2691,8
20436,BS-1603-5922,25
20437,BS-8796-1236,29
20438,BS-4301-2640,33
20439,BS-3057-6099,2
20440,BS-9033-5459,7
20441,BS-5134-4508,13
20442,BS-9648-0522,16
20443,BS-4510-5255,7
20444,BS-8341-7200,32
20445,BS-7969-6136,30
20446,BS-1981-6807,18
20447,BS-4287-8215,25
20448,BS-4588-4201,6
20449,BS-6444-3952,15
20450,BS-2892-2532,21
20451,BS-3841-9799,23
20452,BS-6400-0462,6
20453,BS-0626-6501,8
20454,BS-6475-9068,11
20455,BS-4439-8034,15
20456,BS-8157-3854,1
20457,BS-7100-4957,15
20458,BS-4890-8703,33
20459,BS-8967-1813,15
20460,BS-3159-1206,5
20461,BS-8252-2112,3
20462,BS-2903-5575,22
20463,BS-1873-4009,32
20464,BS-0632-4072,24
20465,BS-3747-2723,19
20466,BS-5332-5289,9
20467,BS-9542-5334,37
20468,BS-8869-7939,2
20469,BS-7623-5872,12
20470,BS-3417-4819,16
20471,BS-2451-7613,28
20472,BS-6692-5651,23
20473,BS-8345-4633,25
20474,BS-0927-5143,15
20475,BS-5947-0543,16
20476,BS-2863-1563,36
20477,BS-0625-4460,22
20478,BS-6149-3843,18
20479,BS-5857-0990,11
20480,BS-2261-9833,7
20481,BS-8599-8145,11
20482,BS-7267-9844,25
20483,BS-2392-2790,34
20484,BS-7225-9973,18
20485,BS-4685-5151,8
20486,BS-5462-5882,17
20487,BS-9800-8083,27
20488,BS-5837-6729,27
20489,BS-5864-2105,32
20490,BS-7773-5007,28
20491,BS-0914-4506,6
20492,BS-1432-3000,5
20493,BS-5161-3665,19
20494,BS-1794-2801,22
20495,BS-7715-8130,17
20496,BS-9867-3216,8
